catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
Br-13830,,,,BML,"British Library, London, England"
Br-13831,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13831,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13832,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13832,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13832,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13832,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13833,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13834,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13834,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13835,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13835,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13835,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13835,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13835,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13835,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13836,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13836,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13836,,No,,NGL,"National Gallery, London, England"
Br-13836,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13836,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13836,,,,JPh,"John G. Johnson Collection, Philadelphia Museum of Art, Philadelphia, PA, USA"
Br-13836,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13836,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13838,I,Yes,,BML,"British Library, London, England"
Br-13838,II,No,,BML,"British Library, London, England"
Br-13839,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13840,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13840,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13840,,,,FL,"A.J. Finberg, London, England"
Br-13840,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13837,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13837,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13841,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13841,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13842,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13842,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13842,,,,FL,"A.J. Finberg, London, England"
Br-13842,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13843,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13843,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13844,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13844,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13844,,,,FL,"A.J. Finberg, London, England"
Br-13845,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13845,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13845,,No,,NGL,"National Gallery, London, England"
Br-13845,,No,,NGW,"National Gallery, Washington, DC, USA"
Br-13845,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13845,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13845,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13845,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13845,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13846,I,No,,BML,"British Library, London, England"
Br-13846,II,No,,BML,"British Library, London, England"
Br-13847,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13847,,No,,NGL,"National Gallery, London, England"
Br-13847,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13847,I,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13847,II,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13847,,,,MMNY,"Metropolitan Museum of Art, New York, NY, USA"
Br-13847,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
Br-13847,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13847,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13847,,,,BML,"British Library, London, England"
Br-13847,,No,,CIL,"Courtauld Institute, London, England"
Br-13847,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13847,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13847,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13847,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
Br-13847,,No,,CSML,"Charles Sebag-Montefiore, London, England"
Br-13848,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13848,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13849,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13850,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13850,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13851,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13851,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13851,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-13851,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13851,,,,KKB,"Kupferstichkabinett, Berlin, Germany"
Br-13851,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13851,,No,,CIL,"Courtauld Institute, London, England"
Br-13851,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13852,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13853,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13853,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13853,,No,,NGL,"National Gallery, London, England"
Br-13853,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13853,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13853,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13853,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13854,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13854,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13855,I,No,,BML,"British Library, London, England"
Br-13855,II,No,,BML,"British Library, London, England"
Br-13856,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13856,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13856,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13857,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13857,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13858,,Yes,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13859,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13860,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13860,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13860,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13860,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13860,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13861,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13861,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13862,,No,,BML,"British Library, London, England"
Br-13862,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13862,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13862,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13862,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13862,,No,,CSML,"Charles Sebag-Montefiore, London, England"
Br-13863,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13864,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13864,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13864,I,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13864,II,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13864,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-13864,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13864,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13864,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13864,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13865,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13865,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13865,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13866,,Yes,,BML,"British Library, London, England"
Br-13866,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13866,,No,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13867,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13867,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13867,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13868,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13868,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13868,,,,FL,"A.J. Finberg, London, England"
Br-13868,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13869,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13869,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13869,,,,FL,"A.J. Finberg, London, England"
Br-13869,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13870,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13870,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13870,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13871,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13872,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13872,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13872,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13873,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13873,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13873,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13874,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13874,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13874,,,,AICh,"Art Institute of Chicago, Chicago, IL, USA"
Br-13875,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13875,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13875,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13875,,,,FL,"A.J. Finberg, London, England"
Br-13875,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13875,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13876,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13876,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13876,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13877,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13878,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13878,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13878,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13878,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13879,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13879,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13880,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13880,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13880,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13881,,,,BML,"British Library, London, England"
Br-13881,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13881,,No,,GNY,"Grolier Club of New York, New York, NY, USA"
Br-13882,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13882,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13883,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13883,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13883,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13884,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13884,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13884,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13885,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13885,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13885,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13885,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13886,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13887,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13887,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13887,,,,FL,"A.J. Finberg, London, England"
Br-13887,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13888,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13888,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13888,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13889,,,,HLC,"Houghton Library, Harvard University, Cambridge, MA, USA"
Br-13890,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13893,I,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13893,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13893,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13891,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13891,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13892,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13892,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13894,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13894,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13894,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13895,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13895,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13895,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13896,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13896,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13896,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13897,,Yes,,LN,"Norfolk Library, Norwich, England"
Br-13898,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13898,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13898,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13900,,Yes,,BLO,"Bodleian Library, Oxford, England"
Br-13901,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13901,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13901,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13902,I,Yes,,BML,"British Library, London, England"
Br-13902,II,No,,BML,"British Library, London, England"
Br-13904,,Yes,,ALBr,"Avon County Council, Central Library, Bristol, England"
Br-13904,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13903,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13903,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13903,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13905,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13905,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13905,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13905,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13906,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13906,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13906,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13906,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13907,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13907,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13907,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13908,I,No,,BML,"British Library, London, England"
Br-13908,II,No,,BML,"British Library, London, England"
Br-13909,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13909,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13909,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13909,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13899,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13910,,No,,BML,"British Library, London, England"
Br-13911,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13911,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13912,I,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13912,II,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13912,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13913,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13913,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13913,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13913,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13913,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13914,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13914,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13914,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13915,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13915,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13915,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13915,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13915,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13916,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13916,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13917,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13917,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13917,,,,FL,"A.J. Finberg, London, England"
Br-13917,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13918,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13918,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13918,,,,FL,"A.J. Finberg, London, England"
Br-13919,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13919,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13920,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13921,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13921,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13921,,,,FL,"A.J. Finberg, London, England"
Br-13921,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13922,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13922,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13922,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13922,III,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13923,,No,,PLNY,"New York Public Library, New York, NY, USA"
Br-13923,,No,,BML,"British Library, London, England"
Br-13924,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13924,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13924,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13924,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13924,,,,FL,"A.J. Finberg, London, England"
Br-13924,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13925,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13925,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13925,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13926,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13926,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13926,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13927,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13927,I,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13927,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13481a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13551a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13588a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13607a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13607a,,No,,CSML,"Charles Sebag-Montefiore, London, England"
Br-13646a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13695a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13758a,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13920a,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13928,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13928,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13929,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13929,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13930,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13931,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13933,I,No,,BML,"British Library, London, England"
Br-13933,II,No,,BML,"British Library, London, England"
Br-13932,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13932,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13935,I,No,,BML,"British Library, London, England"
Br-13935,II,No,,BML,"British Library, London, England"
Br-13934,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13934,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13936,I,No,,BML,"British Library, London, England"
Br-13936,II,No,,BML,"British Library, London, England"
Br-13937,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13937,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13938,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13939,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13939,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13940,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13940,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13940,I,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13940,II,,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13940,,,,FL,"A.J. Finberg, London, England"
Br-13940,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13941,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13941,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13941,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13942,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
