catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
D-2565,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2565,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2623,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2755,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-29,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-86,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-150,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-150,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-245,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-262,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-287,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-287,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-585,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-585,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-569,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-569,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-380,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-380,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-443,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-443,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-463,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-463,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-546,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-546,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-546,,,,ZIKG,"Zentralinstitut fr Kunstgeschichte, Munich, Germany"
D-523,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-523,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-523,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-766,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-641,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-641,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-679,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-665,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-691,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-691,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-854,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-854,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-854,,,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
D-854,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-899,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-899,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-946,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-946,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-840,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-840,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1152,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1152,,,*,ZIKG,"Zentralinstitut fr Kunstgeschichte, Munich, Germany"
D-1024,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1014,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1014,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1044,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1044,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1044,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1044,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1050,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1050,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1050,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1050,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1080,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1080,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1080,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1091,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1091,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1091,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-1091,,,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1146,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1158,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1158,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1171,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1171,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1171,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1196,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1196,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-1221,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1221,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1169,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-991,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-991,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-991,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1258,,,*,ZIKG,"Zentralinstitut fr Kunstgeschichte, Munich, Germany"
D-1258,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1339,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1406,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1239,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1253,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1253,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1262,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1262,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1262,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-1273,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1273,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1273,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1309,,,*,KMB,"Kunst- und Museumsbibliothek, Cologne, Germany"
D-1309,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1309,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1309,,,,LKB,"Kunstbibliothek, Lipperheidsche Kostmbibliothek, Staatliche Museen zu Berlin, Berlin, Germany"
D-1521,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1644,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1641,,Yes,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1471,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1471,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1488,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1488,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1488,,,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1555,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1567,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1567,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-1567,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1586,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1586,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-1620,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1620,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1725,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1687,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1687,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2296,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2296,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2272,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2281,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2337,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2370,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2496,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2496,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2496,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-2393,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2420,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2420,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2420,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-2437,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2437,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2468,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2468,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2518,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2518,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2540,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2540,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-2555,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2590,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2607,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2607,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2607,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3101,,Yes,*,WDOR,"Dorotheum, Vienna, Austria"
D-2621,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2621,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2626,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2626,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2626,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2626,,,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
D-2636,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2647,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2647,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2664,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2664,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2664,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2736,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2674,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2681,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2681,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2681,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2681,,,*,SKD,"Kunstbibliothek, Staatliche Kunstsammlungen, Dresden, Germany"
D-2681,,,*,SIF,"Stdelsches Kunstinstitut und Stdtische Galerie, Frankfurt, Germany"
D-2694,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2708,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2708,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2711,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2711,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2720,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2727,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2727,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2748,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2748,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2748,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2748,,yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-2759,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2759,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2771,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2771,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2793,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2793,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2793,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2793,,,,RLMB,"Bibliothek des Rheinischen Landesmuseums fr Archologie, Kunst- und Kulturgeschichte, Bonn, Germany"
D-2793,,Yes,,MAK,"sterreichisches Museum fr angewandte Kunst/Gegenwartskunst, Vienna, Austria"
D-2813,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2813,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-2823,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2823,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2823,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2823,,Yes,,MAK,"sterreichisches Museum fr angewandte Kunst/Gegenwartskunst, Vienna, Austria"
D-3329,,,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-2916,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2916,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2884,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2884,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2884,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2903,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2903,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2903,,Yes,,MAK,"sterreichisches Museum fr angewandte Kunst/Gegenwartskunst, Vienna, Austria"
D-2932,,,*,KHI,"Kunsthistorisches Institut der Universitt zu Kln, Cologne, Germany"
D-2932,,,*,ZIKG,"Zentralinstitut fr Kunstgeschichte, Munich, Germany"
D-2932,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2955,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2982,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2982,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-2920,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3002,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3002,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3002,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-3047,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3047,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-3047,,,*,RLMB,"Bibliothek des Rheinischen Landesmuseums fr Archologie, Kunst- und Kulturgeschichte, Bonn, Germany"
D-3059,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3059,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3059,,,*,BSS,"Bayerische Staatsgemldesammlung, Munich, Germany"
D-767,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-767,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-767,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1032,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1032,,,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1245,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1245,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1245,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1402,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1402,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1398,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1398,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1398,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1510,,,*,SMKH,"Karl und Magdalene Haberstock Stiftung, Augsburg, Germany"
D-1510,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1510,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1506,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1506,,,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
D-1506,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-1506,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1504,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1504,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-1504,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1801,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1857,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1699,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1699,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-1764,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1764,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1777,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2055,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2055,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1913,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1913,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1913,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-1939,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1939,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-1939,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-621,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2443,,Yes,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2501,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2594,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2594,,Yes,,UBH,"Universittsbibliothek, Heidelberg, Germany"
D-2594,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
D-2559,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2843,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2973,,,*,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2890,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3069,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3040,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-3012,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2193,,Yes,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
D-2193,,,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
